,DateTime,local_datetime,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DNI,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Kcs
0,2022-01-01 15:20:00,2022-01-01 08:20:00,-12.1,1.15,0.089,0.62,51,520,129,-17.2,50,1,51,0.295,66.0,81.42,0.97,0.8,818,0.4,21,2.5,0.395
1,2022-01-01 15:30:00,2022-01-01 08:30:00,-12.0,1.15,0.089,0.62,56,571,156,-17.2,68,2,68,0.296,65.48,79.97,0.97,0.8,818,0.4,21,2.6,0.436
2,2022-01-01 15:40:00,2022-01-01 08:40:00,-11.9,1.14,0.09,0.62,62,613,183,-17.0,39,0,39,0.296,65.56,78.56,0.97,0.8,818,0.4,21,2.7,0.213
3,2022-01-01 15:50:00,2022-01-01 08:50:00,-11.8,1.14,0.09,0.62,67,650,211,-17.0,9,0,9,0.296,65.03,77.19,0.97,0.8,818,0.4,20,2.8,0.043
4,2022-01-01 16:00:00,2022-01-01 09:00:00,-11.7,1.14,0.09,0.62,71,682,238,-17.0,45,0,45,0.297,64.51,75.86,0.97,0.8,818,0.4,20,2.9,0.189
5,2022-01-01 16:10:00,2022-01-01 09:10:00,-11.7,1.14,0.09,0.62,75,711,264,-17.0,113,4,114,0.297,64.51,74.58,0.97,0.8,818,0.4,19,2.9,0.432
6,2022-01-01 16:20:00,2022-01-01 09:20:00,-11.6,1.14,0.09,0.62,78,735,289,-17.0,75,0,75,0.297,64.0,73.35,0.97,0.8,818,0.4,18,3.0,0.26
7,2022-01-01 16:30:00,2022-01-01 09:30:00,-11.6,1.14,0.09,0.62,82,757,313,-17.0,93,1,93,0.298,64.08,72.17,0.97,0.8,819,0.4,17,3.1,0.297
8,2022-01-01 16:40:00,2022-01-01 09:40:00,-11.6,1.13,0.091,0.62,85,774,336,-17.1,47,0,47,0.298,63.79,71.05,0.97,0.8,819,0.4,16,3.1,0.14
9,2022-01-01 16:50:00,2022-01-01 09:50:00,-11.5,1.13,0.091,0.62,88,791,359,-17.1,53,0,53,0.298,63.28,69.98,0.97,0.8,819,0.4,15,3.2,0.148
10,2022-01-01 17:00:00,2022-01-01 10:00:00,-11.5,1.13,0.091,0.62,90,806,379,-17.1,72,0,72,0.298,63.28,68.98,0.97,0.8,819,0.4,14,3.3,0.19
11,2022-01-01 17:10:00,2022-01-01 10:10:00,-11.4,1.13,0.091,0.62,93,819,399,-17.1,60,0,60,0.299,62.78,68.04,0.97,0.8,819,0.4,13,3.3,0.15
12,2022-01-01 17:20:00,2022-01-01 10:20:00,-11.3,1.13,0.091,0.62,95,830,417,-17.1,27,0,27,0.299,62.28,67.17,0.97,0.8,819,0.4,13,3.3,0.065
13,2022-01-01 17:30:00,2022-01-01 10:30:00,-11.3,1.13,0.091,0.62,97,840,434,-17.1,19,0,19,0.299,62.28,66.36,0.97,0.8,819,0.4,12,3.3,0.044
14,2022-01-01 17:40:00,2022-01-01 10:40:00,-11.2,1.13,0.088,0.62,97,853,449,-17.0,93,0,93,0.299,62.16,65.63,0.97,0.8,819,0.4,12,3.3,0.207
15,2022-01-01 17:50:00,2022-01-01 10:50:00,-11.2,1.13,0.088,0.62,99,860,462,-17.0,134,1,135,0.3,62.16,64.98,0.97,0.8,819,0.4,11,3.4,0.292
16,2022-01-01 18:00:00,2022-01-01 11:00:00,-11.1,1.13,0.088,0.62,100,867,474,-17.0,145,1,145,0.3,61.67,64.4,0.97,0.8,819,0.4,11,3.4,0.306
17,2022-01-01 18:10:00,2022-01-01 11:10:00,-11.0,1.13,0.088,0.62,101,872,484,-17.0,147,1,148,0.3,61.18,63.91,0.97,0.8,819,0.4,10,3.4,0.306
18,2022-01-01 18:20:00,2022-01-01 11:20:00,-10.9,1.13,0.088,0.62,102,876,493,-17.0,159,1,160,0.301,60.69,63.49,0.97,0.8,819,0.4,10,3.4,0.325
19,2022-01-01 18:30:00,2022-01-01 11:30:00,-10.8,1.13,0.088,0.62,103,880,500,-17.0,179,2,180,0.301,60.21,63.16,0.97,0.8,819,0.4,9,3.4,0.36
20,2022-01-01 18:40:00,2022-01-01 11:40:00,-10.7,1.14,0.082,0.62,101,902,511,-16.8,222,6,225,0.301,60.89,62.91,0.97,0.8,819,0.3,8,3.4,0.44
21,2022-01-01 18:50:00,2022-01-01 11:50:00,-10.6,1.14,0.082,0.62,101,903,515,-16.8,196,3,197,0.302,60.41,62.75,0.97,0.8,819,0.3,8,3.4,0.383
22,2022-01-01 19:00:00,2022-01-01 12:00:00,-10.5,1.14,0.082,0.62,101,904,516,-16.8,216,5,218,0.302,59.93,62.67,0.97,0.8,819,0.3,7,3.4,0.422
23,2022-01-01 19:10:00,2022-01-01 12:10:00,-10.4,1.14,0.082,0.62,101,904,516,-16.8,165,1,166,0.303,59.46,62.68,0.97,0.8,819,0.3,7,3.4,0.322
24,2022-01-01 19:20:00,2022-01-01 12:20:00,-10.3,1.14,0.082,0.62,101,903,514,-16.8,163,1,164,0.303,58.99,62.78,0.96,0.8,819,0.3,7,3.4,0.319
25,2022-01-01 19:30:00,2022-01-01 12:30:00,-10.2,1.14,0.082,0.62,100,901,510,-16.8,186,2,187,0.304,58.52,62.97,0.96,0.8,819,0.3,7,3.4,0.367
26,2022-01-01 19:40:00,2022-01-01 12:40:00,-10.1,1.16,0.074,0.62,96,910,505,-16.4,208,4,210,0.304,59.95,63.24,0.96,0.8,819,0.3,7,3.3,0.416
27,2022-01-01 19:50:00,2022-01-01 12:50:00,-10.0,1.16,0.074,0.62,95,906,498,-16.4,253,15,260,0.305,59.48,63.59,0.96,0.8,819,0.3,7,3.3,0.522
28,2022-01-01 20:00:00,2022-01-01 13:00:00,-9.9,1.16,0.074,0.62,94,902,489,-16.4,286,27,298,0.305,59.01,64.03,0.96,0.8,819,0.3,7,3.3,0.609
29,2022-01-01 20:10:00,2022-01-01 13:10:00,-9.8,1.16,0.074,0.62,93,897,478,-16.4,236,12,241,0.305,58.62,64.55,0.96,0.8,820,0.3,7,3.2,0.504
30,2022-01-01 20:20:00,2022-01-01 13:20:00,-9.7,1.16,0.074,0.62,92,890,466,-16.4,215,8,218,0.306,58.16,65.14,0.96,0.8,820,0.3,7,3.2,0.468
31,2022-01-01 20:30:00,2022-01-01 13:30:00,-9.6,1.16,0.074,0.62,91,883,452,-16.4,207,8,210,0.306,57.71,65.82,0.96,0.8,820,0.3,7,3.1,0.465
32,2022-01-01 20:40:00,2022-01-01 13:40:00,-9.5,1.2,0.06,0.62,82,896,439,-16.0,241,23,250,0.307,58.95,66.57,0.96,0.8,820,0.3,7,3.1,0.569
33,2022-01-01 20:50:00,2022-01-01 13:50:00,-9.4,1.2,0.06,0.62,81,887,422,-16.0,237,25,246,0.307,58.49,67.39,0.96,0.8,820,0.3,7,3.0,0.583
34,2022-01-01 21:00:00,2022-01-01 14:00:00,-9.4,1.2,0.06,0.62,79,876,403,-16.0,227,18,234,0.307,58.49,68.28,0.96,0.8,820,0.3,7,3.0,0.581
35,2022-01-01 21:10:00,2022-01-01 14:10:00,-9.3,1.2,0.06,0.62,77,864,383,-16.0,231,36,244,0.308,58.03,69.23,0.95,0.8,820,0.3,6,2.9,0.637
36,2022-01-01 21:20:00,2022-01-01 14:20:00,-9.3,1.2,0.06,0.62,75,850,362,-16.0,198,23,206,0.308,58.03,70.25,0.95,0.8,820,0.3,6,2.8,0.569
37,2022-01-01 21:30:00,2022-01-01 14:30:00,-9.2,1.2,0.06,0.62,72,834,339,-16.0,216,57,234,0.308,57.65,71.33,0.95,0.8,821,0.3,5,2.7,0.69
38,2022-01-01 21:40:00,2022-01-01 14:40:00,-9.2,1.26,0.043,0.62,63,848,319,-15.6,119,3,120,0.308,59.8,72.47,0.95,0.8,821,0.3,4,2.6,0.376
39,2022-01-01 21:50:00,2022-01-01 14:50:00,-9.1,1.26,0.043,0.62,60,829,293,-15.6,135,9,137,0.309,59.33,73.66,0.94,0.8,821,0.3,4,2.5,0.468
40,2022-01-01 22:00:00,2022-01-01 15:00:00,-9.1,1.26,0.043,0.62,58,806,267,-15.6,114,5,115,0.309,59.33,74.91,0.94,0.8,821,0.3,3,2.3,0.431
41,2022-01-01 22:10:00,2022-01-01 15:10:00,-9.3,1.26,0.043,0.62,55,781,241,-15.6,144,22,149,0.309,60.27,76.2,0.94,0.8,821,0.3,62,2.2,0.618
42,2022-01-01 22:20:00,2022-01-01 15:20:00,-9.5,1.26,0.043,0.62,51,751,213,-15.6,107,12,110,0.31,61.22,77.54,0.93,0.8,821,0.3,121,2.1,0.516
43,2022-01-01 22:30:00,2022-01-01 15:30:00,-9.7,1.26,0.043,0.62,48,716,185,-15.6,48,716,185,0.31,62.2,78.92,0.93,0.8,821,0.3,180,2.0,1.0
44,2022-01-01 22:40:00,2022-01-01 15:40:00,-9.9,1.34,0.029,0.62,40,712,159,-17.2,40,712,159,0.311,55.39,80.35,0.93,0.8,821,0.3,239,1.9,1.0
45,2022-01-01 22:50:00,2022-01-01 15:50:00,-10.2,1.34,0.029,0.62,36,665,131,-17.1,36,665,131,0.311,56.79,81.81,0.92,0.8,822,0.3,298,1.8,1.0
46,2022-01-01 23:00:00,2022-01-01 16:00:00,-10.4,1.34,0.029,0.62,32,609,103,-17.1,32,609,103,0.312,57.7,83.3,0.92,0.8,822,0.3,357,1.6,1.0
47,2022-01-01 23:10:00,2022-01-01 16:10:00,-10.7,1.34,0.029,0.62,27,541,76,-17.1,27,541,76,0.313,59.09,84.82,0.92,0.8,822,0.3,353,1.5,1.0
48,2022-01-01 23:20:00,2022-01-01 16:20:00,-10.9,1.34,0.029,0.62,22,456,51,-17.1,22,456,51,0.313,60.03,86.35,0.91,0.8,822,0.3,348,1.4,1.0
49,2022-01-02 15:00:00,2022-01-02 08:00:00,-5.3,1.42,0.01,0.62,22,598,80,-14.1,22,598,80,0.296,49.88,84.43,0.88,0.8,827,0.5,272,6.3,1.0
50,2022-01-02 15:10:00,2022-01-02 08:10:00,-4.7,1.42,0.01,0.62,26,658,107,-14.1,26,658,107,0.296,47.67,82.91,0.88,0.8,827,0.5,272,6.3,1.0
51,2022-01-02 15:20:00,2022-01-02 08:20:00,-4.2,1.42,0.01,0.62,29,707,134,-14.1,29,707,134,0.297,45.96,81.43,0.88,0.8,828,0.5,272,6.2,1.0
52,2022-01-02 15:30:00,2022-01-02 08:30:00,-3.6,1.42,0.01,0.62,31,748,162,-14.1,31,748,162,0.297,43.94,79.97,0.88,0.8,828,0.5,272,6.2,1.0
53,2022-01-02 15:40:00,2022-01-02 08:40:00,-3.1,1.43,0.01,0.62,34,782,189,-11.8,34,782,189,0.298,51.26,78.56,0.87,0.8,828,0.5,272,6.1,1.0
54,2022-01-02 15:50:00,2022-01-02 08:50:00,-2.5,1.43,0.01,0.62,36,812,216,-11.8,36,812,216,0.298,49.03,77.18,0.87,0.8,828,0.5,272,6.1,1.0
55,2022-01-02 16:00:00,2022-01-02 09:00:00,-2.0,1.43,0.01,0.62,38,837,243,-11.8,38,837,243,0.299,47.25,75.85,0.87,0.8,828,0.5,272,6.0,1.0
56,2022-01-02 16:10:00,2022-01-02 09:10:00,-1.4,1.43,0.01,0.62,40,859,268,-11.8,40,859,268,0.299,45.21,74.57,0.87,0.8,828,0.5,274,5.9,1.0
57,2022-01-02 16:20:00,2022-01-02 09:20:00,-0.9,1.43,0.01,0.62,42,878,293,-11.8,42,878,293,0.3,43.59,73.33,0.87,0.8,828,0.5,276,5.7,1.0
58,2022-01-02 16:30:00,2022-01-02 09:30:00,-0.3,1.43,0.01,0.62,43,894,317,-11.8,43,894,317,0.3,41.72,72.15,0.87,0.8,828,0.5,278,5.5,1.0
59,2022-01-02 16:40:00,2022-01-02 09:40:00,0.2,1.45,0.01,0.62,45,909,340,-9.5,45,909,340,0.301,48.08,71.02,0.87,0.8,828,0.5,280,5.4,1.0
60,2022-01-02 16:50:00,2022-01-02 09:50:00,0.8,1.45,0.01,0.62,46,922,362,-9.5,46,922,362,0.301,46.04,69.95,0.87,0.8,828,0.5,283,5.2,1.0
61,2022-01-02 17:00:00,2022-01-02 10:00:00,1.3,1.45,0.01,0.62,47,933,382,-9.5,47,933,382,0.302,44.47,68.94,0.87,0.8,829,0.5,285,5.1,1.0
62,2022-01-02 17:10:00,2022-01-02 10:10:00,1.7,1.45,0.01,0.62,48,943,401,-9.5,48,943,401,0.302,43.16,68.0,0.87,0.8,828,0.5,289,4.9,1.0
63,2022-01-02 17:20:00,2022-01-02 10:20:00,2.1,1.45,0.01,0.62,49,951,419,-9.5,49,951,419,0.302,41.95,67.12,0.87,0.8,828,0.5,293,4.7,1.0
64,2022-01-02 17:30:00,2022-01-02 10:30:00,2.5,1.45,0.01,0.62,50,959,435,-9.5,50,959,435,0.303,40.77,66.32,0.87,0.8,828,0.5,297,4.5,1.0
65,2022-01-02 17:40:00,2022-01-02 10:40:00,2.9,1.46,0.01,0.62,51,965,450,-8.0,51,965,450,0.303,44.48,65.58,0.87,0.8,828,0.5,301,4.3,1.0
66,2022-01-02 17:50:00,2022-01-02 10:50:00,3.3,1.46,0.01,0.62,52,971,463,-8.0,52,971,463,0.303,43.25,64.92,0.87,0.8,828,0.5,305,4.1,1.0
67,2022-01-02 18:00:00,2022-01-02 11:00:00,3.7,1.46,0.01,0.62,52,976,475,-8.0,52,976,475,0.304,42.04,64.34,0.87,0.8,828,0.5,309,3.9,1.0
68,2022-01-02 18:10:00,2022-01-02 11:10:00,3.9,1.46,0.01,0.62,53,980,485,-8.0,53,980,485,0.304,41.46,63.84,0.87,0.8,828,0.5,311,3.8,1.0
69,2022-01-02 18:20:00,2022-01-02 11:20:00,4.1,1.46,0.01,0.62,53,983,493,-8.0,53,983,493,0.304,40.88,63.42,0.87,0.8,828,0.5,314,3.7,1.0
70,2022-01-02 18:30:00,2022-01-02 11:30:00,4.3,1.46,0.01,0.62,54,986,500,-8.0,54,986,500,0.304,40.31,63.08,0.87,0.8,828,0.5,316,3.6,1.0
71,2022-01-02 18:40:00,2022-01-02 11:40:00,4.6,1.46,0.01,0.62,54,988,505,-7.6,54,988,505,0.304,40.81,62.83,0.87,0.8,828,0.5,319,3.5,1.0
72,2022-01-02 18:50:00,2022-01-02 11:50:00,4.8,1.46,0.01,0.62,54,989,508,-7.6,54,989,508,0.304,40.24,62.67,0.87,0.8,828,0.5,321,3.4,1.0
73,2022-01-02 19:00:00,2022-01-02 12:00:00,5.0,1.46,0.01,0.62,54,989,510,-7.6,54,989,510,0.305,39.69,62.59,0.87,0.8,828,0.5,324,3.3,1.0
74,2022-01-02 19:10:00,2022-01-02 12:10:00,5.1,1.46,0.01,0.62,54,989,510,-7.6,54,989,510,0.305,39.41,62.59,0.87,0.8,828,0.5,325,3.2,1.0
75,2022-01-02 19:20:00,2022-01-02 12:20:00,5.2,1.46,0.01,0.62,54,989,508,-7.6,54,989,508,0.305,39.14,62.69,0.87,0.8,828,0.5,326,3.1,1.0
76,2022-01-02 19:30:00,2022-01-02 12:30:00,5.3,1.46,0.01,0.62,54,987,504,-7.6,54,987,504,0.305,38.87,62.87,0.87,0.8,828,0.5,327,3.0,1.0
77,2022-01-02 19:40:00,2022-01-02 12:40:00,5.3,1.46,0.01,0.62,54,985,499,-7.4,54,985,499,0.305,39.61,63.13,0.87,0.8,828,0.5,328,2.9,1.0
78,2022-01-02 19:50:00,2022-01-02 12:50:00,5.4,1.46,0.01,0.62,53,983,492,-7.4,53,983,492,0.305,39.33,63.48,0.87,0.8,828,0.5,329,2.9,1.0
79,2022-01-02 20:00:00,2022-01-02 13:00:00,5.5,1.46,0.01,0.62,53,979,483,-7.4,53,979,483,0.306,39.06,63.92,0.87,0.8,828,0.5,330,2.8,1.0
80,2022-01-02 20:10:00,2022-01-02 13:10:00,5.5,1.46,0.01,0.62,52,975,473,-7.4,52,975,473,0.306,39.06,64.43,0.87,0.8,828,0.5,331,2.6,1.0
81,2022-01-02 20:20:00,2022-01-02 13:20:00,5.5,1.46,0.01,0.62,52,970,461,-7.4,52,970,461,0.306,39.06,65.03,0.87,0.8,828,0.5,331,2.5,1.0
82,2022-01-02 20:30:00,2022-01-02 13:30:00,5.4,1.46,0.01,0.62,51,964,448,-7.4,51,964,448,0.306,39.33,65.7,0.87,0.8,828,0.5,331,2.3,1.0
83,2022-01-02 20:40:00,2022-01-02 13:40:00,5.4,1.47,0.01,0.62,50,958,433,-6.5,50,958,433,0.306,42.07,66.44,0.87,0.8,828,0.5,331,2.2,1.0
84,2022-01-02 20:50:00,2022-01-02 13:50:00,5.4,1.47,0.01,0.62,49,950,416,-6.5,49,950,416,0.306,42.07,67.26,0.87,0.8,828,0.5,331,2.1,1.0
85,2022-01-02 21:00:00,2022-01-02 14:00:00,5.4,1.47,0.01,0.62,48,941,398,-6.5,48,941,398,0.306,42.07,68.15,0.87,0.8,828,0.5,332,1.9,1.0
86,2022-01-02 21:10:00,2022-01-02 14:10:00,5.2,1.47,0.01,0.62,47,931,379,-6.5,47,931,379,0.306,42.66,69.11,0.87,0.8,828,0.5,277,1.8,1.0
87,2022-01-02 21:20:00,2022-01-02 14:20:00,4.9,1.47,0.01,0.62,46,930,362,-6.5,46,930,362,0.306,43.61,70.12,0.87,0.8,829,0.4,221,1.6,1.0
88,2022-01-02 21:30:00,2022-01-02 14:30:00,4.7,1.47,0.01,0.62,44,917,340,-6.5,44,917,340,0.306,44.22,71.2,0.86,0.8,829,0.4,166,1.4,1.0
89,2022-01-02 21:40:00,2022-01-02 14:40:00,4.5,1.48,0.01,0.62,43,902,316,-5.3,43,902,316,0.306,49.03,72.34,0.86,0.8,829,0.4,111,1.3,1.0
90,2022-01-02 21:50:00,2022-01-02 14:50:00,4.3,1.48,0.01,0.62,41,885,292,-5.3,41,885,292,0.306,49.72,73.53,0.86,0.8,829,0.4,56,1.1,1.0
91,2022-01-02 22:00:00,2022-01-02 15:00:00,4.0,1.48,0.01,0.62,39,866,267,-5.3,39,866,267,0.307,50.78,74.77,0.86,0.8,829,0.4,1,1.0,1.0
92,2022-01-02 22:10:00,2022-01-02 15:10:00,3.6,1.48,0.01,0.62,38,844,241,-5.3,38,844,241,0.307,52.23,76.07,0.86,0.8,829,0.4,24,1.0,1.0
93,2022-01-02 22:20:00,2022-01-02 15:20:00,3.2,1.48,0.01,0.62,36,818,214,-5.3,36,818,214,0.307,53.72,77.41,0.86,0.8,829,0.4,47,0.9,1.0
94,2022-01-02 22:30:00,2022-01-02 15:30:00,2.8,1.48,0.01,0.62,33,788,186,-5.3,33,788,186,0.307,55.26,78.79,0.85,0.8,829,0.4,70,0.9,1.0
95,2022-01-02 22:40:00,2022-01-02 15:40:00,2.3,1.49,0.01,0.62,31,752,159,-8.5,31,752,159,0.307,44.79,80.21,0.85,0.8,829,0.4,94,0.9,1.0
96,2022-01-02 22:50:00,2022-01-02 15:50:00,1.9,1.49,0.01,0.62,28,710,131,-8.5,28,710,131,0.307,46.08,81.67,0.85,0.8,829,0.4,117,0.9,1.0
97,2022-01-02 23:00:00,2022-01-02 16:00:00,1.5,1.49,0.01,0.62,25,660,104,-8.5,25,660,104,0.307,47.42,83.16,0.85,0.8,829,0.4,140,0.9,1.0
98,2022-01-02 23:10:00,2022-01-02 16:10:00,1.0,1.49,0.01,0.62,22,598,77,-8.5,22,598,77,0.307,49.15,84.68,0.85,0.8,829,0.4,144,1.0,1.0
99,2022-01-02 23:20:00,2022-01-02 16:20:00,0.6,1.49,0.01,0.62,18,522,52,-8.5,18,522,52,0.307,50.59,86.22,0.85,0.8,829,0.4,149,1.1,1.0
100,2022-01-03 15:20:00,2022-01-03 08:20:00,0.1,1.27,0.012,0.62,30,726,139,-10.4,14,0,14,0.299,45.05,81.42,0.9,0.7,827,0.3,232,3.1,0.101
101,2022-01-03 15:40:00,2022-01-03 08:40:00,1.1,1.29,0.011,0.62,35,805,194,-7.7,6,0,6,0.3,52.04,78.55,0.89,0.7,827,0.3,232,3.1,0.031
102,2022-01-03 15:50:00,2022-01-03 08:50:00,1.6,1.29,0.011,0.62,37,834,222,-7.7,7,0,7,0.3,50.2,77.17,0.89,0.7,827,0.3,232,3.1,0.032
103,2022-01-03 16:00:00,2022-01-03 09:00:00,2.1,1.29,0.011,0.62,39,859,249,-7.7,43,0,43,0.3,48.44,75.83,0.89,0.7,827,0.3,232,3.1,0.173
104,2022-01-03 16:10:00,2022-01-03 09:10:00,2.6,1.29,0.011,0.62,41,881,276,-7.7,19,0,19,0.3,46.75,74.54,0.89,0.7,827,0.3,231,3.0,0.069
105,2022-01-03 16:20:00,2022-01-03 09:20:00,3.0,1.29,0.011,0.62,42,900,301,-7.7,8,0,8,0.301,45.45,73.31,0.89,0.7,827,0.3,229,3.0,0.027
106,2022-01-03 16:30:00,2022-01-03 09:30:00,3.5,1.29,0.011,0.62,44,916,325,-7.7,60,0,61,0.301,43.87,72.12,0.89,0.7,827,0.3,228,3.0,0.188
107,2022-01-03 16:40:00,2022-01-03 09:40:00,3.9,1.3,0.01,0.62,44,933,348,-7.1,149,10,152,0.301,44.55,70.99,0.89,0.7,827,0.3,226,3.0,0.437
108,2022-01-03 16:50:00,2022-01-03 09:50:00,4.4,1.3,0.01,0.62,45,945,370,-7.1,207,189,272,0.301,43.02,69.91,0.88,0.7,827,0.3,225,2.9,0.735
109,2022-01-03 17:00:00,2022-01-03 10:00:00,4.8,1.3,0.01,0.62,46,956,391,-7.1,213,237,298,0.302,41.83,68.9,0.88,0.7,827,0.3,224,2.9,0.762
110,2022-01-03 17:10:00,2022-01-03 10:10:00,5.2,1.3,0.01,0.62,48,966,410,-7.1,223,227,309,0.302,40.68,67.95,0.88,0.7,827,0.3,222,2.7,0.754
111,2022-01-03 17:20:00,2022-01-03 10:20:00,5.6,1.3,0.01,0.62,48,974,428,-7.1,192,417,354,0.302,39.57,67.07,0.88,0.7,827,0.3,221,2.6,0.827
112,2022-01-03 17:30:00,2022-01-03 10:30:00,5.9,1.3,0.01,0.62,49,982,445,-7.1,141,661,407,0.302,38.76,66.26,0.88,0.7,827,0.3,219,2.4,0.915
113,2022-01-03 17:40:00,2022-01-03 10:40:00,6.3,1.27,0.01,0.62,50,988,460,-6.7,192,475,389,0.302,38.76,65.52,0.88,0.7,826,0.3,218,2.3,0.846
114,2022-01-03 17:50:00,2022-01-03 10:50:00,6.7,1.27,0.01,0.62,51,994,473,-6.7,192,499,404,0.303,37.71,64.86,0.88,0.7,826,0.3,216,2.1,0.854
115,2022-01-03 18:00:00,2022-01-03 11:00:00,7.0,1.27,0.01,0.62,51,999,485,-6.7,206,473,412,0.303,36.94,64.27,0.88,0.7,826,0.3,215,2.0,0.849
116,2022-01-03 18:10:00,2022-01-03 11:10:00,7.3,1.27,0.01,0.62,52,1002,495,-6.7,266,280,390,0.303,36.19,63.77,0.88,0.7,826,0.3,211,1.8,0.788
117,2022-01-03 18:20:00,2022-01-03 11:20:00,7.6,1.27,0.01,0.62,52,1006,504,-6.7,246,366,410,0.303,35.46,63.34,0.88,0.7,826,0.3,206,1.7,0.813
118,2022-01-03 18:30:00,2022-01-03 11:30:00,7.8,1.27,0.01,0.62,53,1008,510,-6.7,209,500,436,0.303,34.98,63.0,0.88,0.7,826,0.3,202,1.6,0.855
119,2022-01-03 18:40:00,2022-01-03 11:40:00,8.1,1.28,0.01,0.62,53,1010,516,-7.6,291,191,379,0.304,32.07,62.74,0.88,0.7,826,0.3,198,1.5,0.734
120,2022-01-03 18:50:00,2022-01-03 11:50:00,8.4,1.28,0.01,0.62,53,1011,519,-7.6,277,46,298,0.304,31.43,62.57,0.88,0.7,826,0.3,194,1.4,0.574
121,2022-01-03 19:00:00,2022-01-03 12:00:00,8.6,1.28,0.01,0.62,53,1012,521,-7.6,251,24,262,0.304,30.97,62.49,0.88,0.7,825,0.3,190,1.3,0.503
122,2022-01-03 19:10:00,2022-01-03 12:10:00,8.7,1.28,0.01,0.62,53,1000,515,-7.6,250,25,261,0.304,30.76,62.49,0.88,0.7,825,0.4,185,1.2,0.507
123,2022-01-03 19:20:00,2022-01-03 12:20:00,8.8,1.28,0.01,0.62,53,999,513,-7.6,264,30,278,0.304,30.55,62.58,0.87,0.7,825,0.4,179,1.2,0.542
124,2022-01-03 19:30:00,2022-01-03 12:30:00,8.8,1.28,0.01,0.62,53,998,509,-7.6,278,58,304,0.305,30.55,62.76,0.87,0.7,825,0.4,174,1.1,0.597
125,2022-01-03 19:40:00,2022-01-03 12:40:00,8.9,1.29,0.01,0.62,52,996,504,-7.0,290,133,350,0.305,31.81,63.02,0.87,0.7,825,0.4,168,1.1,0.694
126,2022-01-03 19:50:00,2022-01-03 12:50:00,8.9,1.29,0.01,0.62,52,993,497,-7.0,267,276,390,0.305,31.81,63.37,0.87,0.7,825,0.4,163,1.0,0.785
127,2022-01-03 20:00:00,2022-01-03 13:00:00,9.0,1.29,0.01,0.62,51,990,489,-7.0,182,575,436,0.305,31.6,63.8,0.87,0.7,825,0.4,158,1.0,0.892
128,2022-01-03 20:10:00,2022-01-03 13:10:00,8.8,1.29,0.01,0.62,51,986,478,-7.0,164,609,428,0.305,32.02,64.31,0.87,0.7,825,0.4,155,1.0,0.895
129,2022-01-03 20:20:00,2022-01-03 13:20:00,8.7,1.29,0.01,0.62,50,981,467,-7.0,50,981,467,0.305,32.24,64.9,0.87,0.7,825,0.4,152,0.9,1.0
130,2022-01-03 20:30:00,2022-01-03 13:30:00,8.5,1.29,0.01,0.62,50,976,453,-7.0,50,976,453,0.305,32.68,65.57,0.87,0.7,825,0.4,149,0.9,1.0
131,2022-01-03 20:40:00,2022-01-03 13:40:00,8.3,1.27,0.011,0.62,50,967,439,-4.0,50,967,439,0.305,41.65,66.32,0.87,0.7,825,0.4,147,0.9,1.0
132,2022-01-03 20:50:00,2022-01-03 13:50:00,8.1,1.27,0.011,0.62,49,960,422,-4.0,49,960,422,0.305,42.22,67.13,0.87,0.7,825,0.4,144,0.8,1.0
133,2022-01-03 21:00:00,2022-01-03 14:00:00,8.0,1.27,0.011,0.62,48,951,404,-4.0,48,951,404,0.305,42.45,68.02,0.87,0.7,824,0.4,141,0.8,1.0
134,2022-01-03 21:10:00,2022-01-03 14:10:00,7.5,1.27,0.011,0.62,47,941,385,-4.0,47,941,385,0.305,43.92,68.97,0.87,0.7,824,0.4,142,0.8,1.0
135,2022-01-03 21:20:00,2022-01-03 14:20:00,7.1,1.27,0.011,0.62,46,930,364,-4.0,139,519,317,0.305,45.14,69.99,0.87,0.7,824,0.4,142,0.9,0.871
136,2022-01-03 21:30:00,2022-01-03 14:30:00,6.6,1.27,0.011,0.62,45,917,342,-4.0,138,470,291,0.305,46.71,71.07,0.87,0.7,824,0.4,143,0.9,0.851
137,2022-01-03 21:40:00,2022-01-03 14:40:00,6.2,1.27,0.011,0.62,43,902,319,-4.4,117,547,284,0.305,46.49,72.2,0.87,0.7,824,0.4,144,0.9,0.89
138,2022-01-03 21:50:00,2022-01-03 14:50:00,5.8,1.27,0.011,0.62,42,886,295,-4.4,125,436,249,0.306,47.79,73.39,0.87,0.7,824,0.4,144,0.9,0.844
139,2022-01-03 22:00:00,2022-01-03 15:00:00,5.3,1.27,0.011,0.62,40,866,270,-4.4,138,317,222,0.306,49.47,74.63,0.86,0.7,824,0.4,145,0.9,0.822
140,2022-01-03 22:10:00,2022-01-03 15:10:00,4.8,1.27,0.011,0.62,38,844,243,-4.4,135,258,197,0.306,51.22,75.93,0.86,0.7,824,0.4,149,1.0,0.811
141,2022-01-03 22:20:00,2022-01-03 15:20:00,4.2,1.27,0.011,0.62,36,819,216,-4.4,132,94,153,0.306,53.41,77.27,0.86,0.7,824,0.4,153,1.0,0.708
